Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.00 0.00 1.90 0.08 10.94 -2.73 0.47 -0.21 23
0.01 -0.00 1.83 -0.45 11.23 -2.75 0.47 -0.16 29
0.00 0.00 1.76 -0.88 11.59 -2.79 0.47 -0.10 36
0.00 0.00 1.78 -1.31 11.87 -2.81 0.48 -0.04 43
0.00 0.00 1.79 -1.66 12.26 -2.82 0.50 0.06 50
0.00 0.00 1.81 -2.14 12.43 -2.82 0.54 0.09 56
0.00 0.00 1.76 -2.63 12.69 -2.81 0.58 0.15 62
0.00 0.00 1.62 -3.14 12.90 -2.80 0.62 0.20 69
0.00 0.00 1.52 -3.51 13.10 -2.77 0.63 0.26 75
0.00 0.00 1.50 -3.87 13.07 -2.72 0.63 0.32 82
0.00 0.00 1.49 -4.07 12.28 -2.66 0.62 0.37 89
0.00 0.00 1.44 -4.39 12.82 -2.56 0.63 0.42 96
0.00 0.00 1.27 -4.78 12.78 -2.46 0.63 0.46 103
0.00 -0.00 1.05 -5.05 12.74 -2.32 0.63 0.48 110
0.00 0.00 0.78 -5.49 12.84 -2.19 0.58 0.50 117
0.00 0.00 0.47 -5.69 12.78 -2.04 0.51 0.52 124
0.00 0.00 0.19 -5.89 12.70 -1.90 0.40 0.54 132
0.00 0.00 0.07 -6.15 12.72 -1.78 0.32 0.56 139
0.00 0.00 0.05 -6.31 12.64 -1.65 0.24 0.58 146
0.00 0.00 0.11 -6.46 12.75 -1.51 0.19 0.59 153
0.00 0.00 0.06 -6.59 12.64 -1.41 0.19 0.60 160
0.00 0.00 0.05 -6.77 12.69 -1.29 0.23 0.61 167
0.00 0.00 -0.01 -6.88 12.99 -1.22 0.32 0.62 175
0.00 0.00 -0.44 -6.98 13.13 -1.18 0.38 0.64 182
0.00 0.00 -1.02 -7.14 13.29 -1.18 0.45 0.65 189
0.00 -0.00 -1.52 -7.36 13.22 -1.22 0.50 0.67 196
0.00 0.00 -2.01 -7.65 12.94 -1.28 0.54 0.70 203
0.00 0.00 -2.50 -8.20 12.65 -1.34 0.55 0.73 210
0.00 0.00 -2.85 -8.53 12.19 -1.42 0.54 0.77 218
0.00 0.00 -2.95 -9.04 11.60 -1.47 0.45 0.80 225
0.00 0.00 -2.94 -9.49 10.85 -1.50 0.34 0.81 232
0.00 0.00 -2.69 -9.91 10.33 -1.49 0.18 0.82 239
0.00 0.00 -2.28 -10.50 9.61 -1.46 0.03 0.81 246
0.00 0.00 -1.85 -11.09 8.99 -1.38 -0.05 0.79 253
0.00 0.00 -1.33 -11.62 8.50 -1.29 -0.08 0.75 261
0.00 0.00 -0.97 -12.12 8.16 -1.20 -0.03 0.71 268
0.00 0.00 -0.84 -14.63 8.37 -1.04 0.09 0.67 275
0.00 0.00 -1.23 -15.32 8.17 -0.52 0.29 0.64 282
0.00 0.00 -0.83 -13.36 2.78 -0.38 0.47 0.61 289
0.00 0.00 -1.77 -15.04 7.63 -0.03 0.61 0.58 296
0.00 0.00 -2.69 -15.81 6.27 0.20 0.59 0.54 304
0.00 0.00 -3.33 -16.15 5.88 0.54 0.54 0.51 311
0.00 0.00 -3.40 -17.04 5.21 0.83 0.40 0.41 318
0.00 0.00 -3.24 -19.69 4.97 1.11 0.16 0.25 325
0.00 0.00 -3.36 -19.92 3.18 1.44 -0.09 0.06 332
0.00 0.00 -2.73 -18.22 3.80 1.75 -0.29 -0.18 339
-0.00 0.01 -0.93 -0.68 6.72 2.20 -0.58 -0.41 347
-0.00 0.04 -1.06 -1.01 12.72 2.58 -1.15 -0.65 354
-0.01 0.15 0.96 -0.29 18.93 2.68 -1.59 -0.80 362
-0.02 0.22 4.71 -0.31 17.26 2.44 -1.53 -0.67 369
-0.02 0.23 1.78 -4.28 30.26 1.42 -2.26 -0.37 376
-0.02 0.20 1.22 -1.83 11.18 0.11 -0.54 0.00 382
-0.02 0.21 -0.15 -1.97 10.94 -0.14 0.06 0.01 390
-0.02 0.22 -2.29 -3.39 11.62 -0.08 -0.00 0.02 397
-0.01 0.28 0.06 -1.04 10.02 -0.07 0.05 -0.06 404
-0.03 0.27 0.48 -0.46 9.72 -0.04 0.09 -0.06 411
-0.03 0.27 0.39 -0.80 9.72 -0.04 0.11 -0.04 418
-0.03 0.30 0.27 -0.79 9.68 -0.04 0.11 -0.03 425
-0.01 0.32 0.33 -0.82 9.88 -0.04 0.12 -0.03 433
-0.03 0.37 0.47 -1.09 9.85 -0.05 0.11 -0.07 440
-0.02 0.41 0.46 -0.95 9.79 -0.05 0.09 -0.03 447
-0.03 0.40 0.37 -0.87 9.81 -0.05 0.08 -0.03 454
-0.04 0.43 0.40 -0.87 9.79 -0.05 0.08 -0.04 461
-0.04 0.44 0.44 -0.84 9.82 -0.04 0.08 -0.04 468
-0.05 0.48 0.44 -0.80 9.82 -0.04 0.08 -0.05 476
