Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.66 -0.04 0.56 -0.68 10.09 0.16 0.07 -0.07 24
0.65 -0.04 0.68 -1.28 10.74 0.30 0.05 -0.07 31
0.68 -0.03 0.46 -1.26 10.73 0.69 0.06 -0.09 38
0.67 -0.03 0.96 -1.19 10.46 0.74 0.09 -0.07 46
0.66 -0.02 0.27 -1.22 10.71 0.76 0.15 -0.08 54
0.67 -0.02 0.52 -1.17 10.35 0.81 0.14 -0.07 61
0.64 -0.02 0.38 -1.28 10.32 0.85 0.15 -0.06 68
0.62 -0.02 0.26 -1.27 10.21 0.88 0.15 -0.06 75
0.59 -0.02 0.27 -1.35 10.46 0.91 0.18 -0.06 82
0.57 -0.01 0.22 -1.44 10.63 0.92 0.16 -0.05 90
0.55 -0.01 0.47 -1.53 10.22 0.95 0.17 -0.05 97
0.51 -0.01 0.29 -1.71 10.09 0.98 0.15 -0.05 103
0.46 -0.01 0.63 -1.80 10.03 1.02 0.11 -0.05 110
0.41 -0.02 0.61 -1.87 9.67 1.05 0.03 -0.05 117
0.38 -0.01 0.41 -1.79 10.26 1.04 -0.03 -0.05 124
0.35 -0.02 0.54 -2.02 10.10 1.04 -0.02 -0.04 132
0.31 0.00 0.40 -1.99 10.08 1.03 0.00 -0.03 139
0.28 -0.01 0.11 -2.22 10.07 1.01 0.01 -0.01 146
0.20 -0.02 0.15 -2.19 9.76 0.98 -0.00 0.01 153
0.22 -0.02 0.27 -2.21 9.61 0.94 -0.02 0.03 160
0.13 -0.01 -0.17 -2.04 9.75 0.89 -0.08 0.07 167
0.10 -0.01 -0.60 -2.19 9.91 0.84 -0.17 0.12 175
0.09 -0.01 -1.29 -2.05 10.16 0.78 -0.26 0.17 182
0.09 -0.01 -1.99 -1.71 10.25 0.71 -0.48 0.26 189
0.07 -0.01 -2.07 -1.70 11.13 0.63 -0.77 0.37 196
0.08 -0.01 -2.10 -1.26 11.51 0.46 -1.17 0.46 203
0.07 -0.01 -1.74 -1.12 11.72 0.29 -1.58 0.58 210
0.06 -0.00 -1.24 -0.19 11.29 0.18 -1.86 0.68 219
0.03 -0.00 0.66 1.98 10.98 0.07 -2.05 0.74 225
0.05 -0.00 2.58 4.07 10.67 -0.09 -2.08 0.70 232
0.00 0.00 2.89 3.85 9.78 -0.35 -2.02 0.58 239
0.00 0.00 2.34 5.01 9.41 -0.56 -1.94 0.43 245
0.00 0.00 2.04 3.64 8.64 -0.65 -1.87 0.25 251
0.00 0.00 2.24 2.84 10.28 -0.73 -1.61 0.18 258
0.01 -0.00 3.22 2.59 11.49 -0.90 -1.11 0.08 265
0.00 -0.00 3.52 2.19 10.50 -0.94 -0.84 -0.08 272
0.00 -0.00 2.44 1.13 9.21 -0.95 -0.69 -0.23 279
0.01 -0.00 1.52 0.73 8.54 -0.94 -0.59 -0.33 286
0.00 -0.00 1.40 0.08 8.46 -0.89 -0.57 -0.38 293
0.02 -0.00 1.39 -0.55 8.83 -0.80 -0.61 -0.43 301
0.03 -0.00 1.42 -1.21 9.00 -0.70 -0.66 -0.45 308
0.02 -0.00 1.90 -1.45 9.13 -0.60 -0.71 -0.46 315
0.02 -0.00 2.74 -1.68 9.18 -0.51 -0.73 -0.47 322
0.02 -0.00 3.55 -1.80 9.11 -0.42 -0.69 -0.48 329
0.01 -0.00 4.27 -1.79 9.19 -0.36 -0.55 -0.51 336
-0.00 0.00 4.95 -1.87 9.30 -0.32 -0.24 -0.51 344
0.01 -0.00 5.41 -1.74 9.12 -0.32 0.02 -0.50 351
0.00 0.00 5.07 -1.58 9.13 -0.32 0.33 -0.47 358
0.00 0.00 4.81 -1.57 9.23 -0.32 0.50 -0.42 364
0.00 0.00 4.43 -1.65 9.44 -0.32 0.65 -0.34 370
0.00 0.00 3.93 -1.68 9.73 -0.31 0.70 -0.23 377
0.00 -0.00 3.63 -1.76 9.82 -0.30 0.67 -0.11 384
0.01 -0.00 3.55 -1.56 9.84 -0.30 0.61 -0.00 391
0.00 -0.00 3.59 -1.35 9.89 -0.31 0.54 0.15 398
0.00 0.00 3.71 -1.20 9.89 -0.33 0.50 0.29 405
0.00 0.00 3.75 -1.13 9.94 -0.34 0.49 0.43 411
0.00 0.00 3.67 -1.08 10.01 -0.37 0.50 0.56 417
0.00 0.00 3.46 -1.20 10.03 -0.40 0.54 0.68 424
0.00 -0.00 3.21 -1.36 9.99 -0.43 0.58 0.80 432
0.00 0.00 2.89 -1.55 9.83 -0.45 0.62 0.89 439
0.00 0.00 2.52 -1.70 9.82 -0.46 0.67 0.95 445
0.00 0.00 2.08 -1.85 9.73 -0.46 0.71 1.00 451
0.00 0.00 1.75 -1.97 9.52 -0.44 0.73 1.03 457
0.00 -0.00 1.43 -2.06 9.61 -0.42 0.73 1.04 463
0.00 0.00 1.14 -2.13 9.67 -0.38 0.73 1.03 471
0.01 -0.00 1.11 -2.13 9.81 -0.36 0.73 1.02 477
0.00 0.00 1.09 -2.03 9.93 -0.33 0.75 0.98 484
0.00 0.00 1.12 -1.89 10.08 -0.33 0.77 0.95 490
0.00 0.00 1.02 -1.83 10.23 -0.35 0.81 0.92 497
0.00 0.00 0.82 -1.91 10.21 -0.36 0.83 0.87 504
0.00 -0.00 0.55 -1.89 10.22 -0.38 0.83 0.85 512
0.00 -0.00 0.30 -1.88 10.33 -0.40 0.81 0.84 519
0.00 0.00 0.12 -1.98 10.32 -0.40 0.74 0.84 526
0.00 0.00 0.10 -2.05 10.38 -0.39 0.71 0.86 533
0.00 0.00 0.28 -2.13 10.44 -0.39 0.63 0.89 540
0.00 -0.00 0.32 -2.27 10.55 -0.39 0.58 0.93 547
0.00 0.00 0.57 -2.42 10.54 -0.39 0.54 0.97 555
0.00 -0.00 0.83 -2.53 10.37 -0.39 0.51 1.02 562
0.00 0.00 0.88 -2.61 10.21 -0.38 0.48 1.08 569
0.00 0.00 0.88 -2.73 10.12 -0.37 0.48 1.15 576
0.00 0.00 0.61 -2.71 10.07 -0.34 0.48 1.24 583
0.00 0.00 0.07 -2.79 10.00 -0.31 0.47 1.31 590
0.01 -0.00 -0.30 -2.68 9.93 -0.29 0.45 1.37 598
0.00 -0.00 -0.64 -2.63 9.94 -0.28 0.43 1.44 605
0.00 -0.00 -0.92 -2.58 10.06 -0.28 0.44 1.41 612
0.00 0.00 -1.37 -2.60 10.15 -0.29 0.46 1.40 619
0.00 0.00 -1.70 -2.65 10.13 -0.31 0.50 1.34 626
0.00 0.00 -2.00 -2.75 9.89 -0.32 0.54 1.24 633
0.01 -0.00 -3.02 -3.04 9.81 -0.33 0.55 1.14 640
0.00 0.00 -2.80 -3.32 9.52 -0.32 0.56 1.02 647
0.00 0.00 -2.97 -3.58 9.29 -0.31 0.55 0.89 653
0.00 0.00 -3.15 -3.72 9.18 -0.27 0.54 0.75 659
0.00 0.00 -3.26 -3.76 9.13 -0.23 0.52 0.67 665
0.00 0.00 -3.30 -3.68 9.30 -0.20 0.50 0.55 672
0.00 -0.00 -3.36 -3.55 9.49 -0.18 0.49 0.44 678
0.01 -0.00 -3.42 -3.39 9.54 -0.20 0.47 0.39 686
0.00 0.00 -3.50 -3.32 9.33 -0.24 0.45 0.32 693
0.00 0.00 -3.64 -3.37 9.10 -0.27 0.41 0.29 699
0.00 0.00 -3.74 -3.51 8.72 -0.28 0.37 0.25 705
