Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.00 0.00 -0.98 -3.23 12.64 -1.15 0.20 0.49 17
0.00 -0.00 -1.08 -3.44 12.57 -1.16 0.19 0.45 23
0.00 0.00 -1.15 -3.55 12.43 -1.19 0.16 0.41 30
0.00 0.00 -1.27 -3.77 12.22 -1.23 0.13 0.36 37
0.00 0.00 -1.20 -4.11 12.08 -1.27 0.11 0.32 45
0.00 0.00 -1.18 -4.38 11.72 -1.32 0.10 0.25 52
0.00 0.00 -1.07 -4.70 11.25 -1.35 0.08 0.15 59
0.01 -0.00 -0.94 -4.86 11.03 -1.37 0.08 0.08 65
0.00 0.00 -0.81 -5.13 10.55 -1.38 0.10 -0.03 72
0.00 0.00 -0.65 -5.37 10.23 -1.39 0.13 -0.13 78
0.00 0.00 -0.58 -5.52 9.91 -1.41 0.19 -0.25 86
0.00 0.00 -0.59 -5.68 9.74 -1.43 0.24 -0.37 92
-0.00 0.00 -0.65 -5.74 9.43 -1.46 0.28 -0.47 98
0.00 0.00 -0.78 -5.95 9.19 -1.50 0.32 -0.58 105
0.00 0.00 -0.87 -6.31 8.88 -1.52 0.35 -0.67 111
0.00 0.00 -0.94 -6.75 8.57 -1.52 0.37 -0.75 118
0.00 0.00 -1.00 -7.17 8.18 -1.49 0.38 -0.81 124
0.00 0.00 -1.11 -7.63 7.76 -1.45 0.38 -0.86 131
0.00 0.00 -1.17 -8.05 7.46 -1.35 0.36 -0.88 138
0.00 0.00 -1.24 -8.49 7.18 -1.26 0.33 -0.90 144
0.00 0.00 -1.37 -9.01 6.87 -1.16 0.30 -0.91 151
0.00 0.00 -1.46 -9.55 6.63 -1.04 0.23 -0.91 158
0.00 0.00 -1.53 -10.05 6.52 -0.95 0.15 -0.93 164
0.00 0.00 -1.59 -10.73 6.53 -0.85 0.07 -0.94 172
0.00 0.00 -1.67 -11.74 6.69 -0.78 -0.03 -0.95 179
0.00 0.00 -1.86 -12.59 6.69 -0.71 -0.18 -0.97 186
0.00 0.00 -1.93 -13.15 6.48 -0.63 -0.34 -0.98 193
0.00 0.00 -1.77 -13.72 6.26 -0.53 -0.58 -0.97 200
0.00 0.00 -1.43 -14.17 6.35 -0.33 -0.78 -0.97 207
0.00 0.00 -0.49 -14.24 6.44 -0.06 -0.93 -0.96 215
0.00 0.00 10.39 -25.25 22.61 0.79 -0.05 -1.12 222
0.00 0.00 -0.27 -0.80 2.80 1.78 0.69 -1.02 229
0.02 -0.00 1.87 8.12 4.95 2.13 0.26 -1.08 235
-0.00 0.04 2.17 4.05 14.50 2.22 -0.20 -1.08 242
-0.01 0.07 3.27 3.33 11.96 1.93 -0.30 -1.00 249
-0.01 0.13 3.25 -0.15 10.44 1.92 -0.33 -0.75 257
-0.02 0.18 3.43 -2.05 11.18 2.13 -0.07 -0.38 264
-0.00 0.23 3.04 -1.31 12.00 2.33 0.27 -0.02 271
-0.02 0.28 1.33 -1.33 14.15 2.28 0.43 0.26 279
-0.01 0.30 -0.06 -1.77 13.97 1.98 0.40 0.32 285
-0.01 0.34 -1.47 -2.23 12.96 1.80 0.41 0.27 293
-0.03 0.41 -1.91 -2.03 12.31 1.73 0.49 0.11 301
-0.02 0.44 -1.50 -1.95 12.66 1.55 0.56 -0.02 308
-0.02 0.46 -0.49 -1.80 12.34 1.28 0.56 -0.15 315
-0.02 0.47 0.45 -1.63 11.44 1.12 0.56 -0.17 322
-0.02 0.49 1.35 -1.41 10.86 1.03 0.60 -0.08 329
