Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.93 -0.04 0.62 -3.38 12.07 2.13 -0.12 -0.15 17
0.85 -0.03 0.26 -3.33 12.05 2.28 -0.12 -0.17 23
0.79 -0.04 0.69 -4.04 11.48 2.47 -0.10 -0.18 29
0.67 -0.05 0.58 -3.69 13.06 2.66 -0.13 -0.20 35
0.71 -0.04 0.84 -4.24 14.57 2.92 -0.11 -0.23 41
0.66 -0.03 1.03 -4.94 14.01 3.18 -0.10 -0.26 48
0.57 -0.03 0.66 -5.27 15.92 3.47 -0.14 -0.29 55
0.54 -0.03 1.60 -5.95 17.33 3.78 -0.17 -0.33 61
0.51 -0.02 1.91 -6.65 17.59 4.03 -0.22 -0.37 67
0.48 -0.02 1.72 -6.14 16.62 4.16 -0.23 -0.41 73
0.44 -0.02 1.73 -7.10 18.16 4.21 -0.27 -0.45 79
0.41 -0.03 2.03 -7.99 18.99 4.25 -0.28 -0.47 86
0.38 -0.02 1.11 -8.20 18.71 4.26 -0.31 -0.49 92
0.38 -0.02 1.47 -8.22 18.69 4.26 -0.33 -0.49 98
0.33 -0.03 2.19 -7.38 19.26 4.25 -0.26 -0.50 105
0.28 -0.02 1.25 -7.29 19.63 4.22 -0.20 -0.52 111
0.27 -0.02 0.33 -6.66 18.84 4.17 -0.27 -0.54 117
0.23 -0.02 0.80 -5.79 17.81 4.12 -0.43 -0.55 123
0.18 -0.02 2.08 -4.68 16.90 4.09 -0.52 -0.56 130
0.17 -0.01 2.83 -3.56 16.16 4.08 -0.50 -0.57 136
0.15 -0.02 3.47 -2.55 14.93 4.10 -0.42 -0.60 142
0.11 -0.01 3.66 -1.31 14.16 4.14 -0.31 -0.65 149
0.10 -0.01 3.69 -0.66 15.06 4.21 -0.24 -0.71 155
0.12 -0.01 3.55 0.26 16.39 4.28 -0.19 -0.80 161
0.13 -0.01 3.28 1.15 16.03 4.28 -0.07 -0.89 167
0.10 -0.01 3.54 2.14 14.79 4.28 0.17 -0.96 174
0.10 -0.01 6.54 6.95 9.04 4.28 0.69 -1.12 180
0.07 -0.01 4.23 9.04 5.54 4.28 0.92 -1.48 186
0.08 -0.01 3.83 15.79 3.26 4.01 1.08 -1.98 192
0.08 -0.01 2.47 15.53 13.27 2.06 1.24 -2.28 198
0.07 -0.01 1.39 11.01 23.05 0.49 1.45 -2.24 204
0.08 -0.01 1.05 8.22 22.53 -0.80 1.46 -2.10 211
0.07 -0.01 -1.45 9.35 18.83 -1.83 1.05 -1.91 218
0.07 -0.01 -2.86 9.41 14.70 -2.61 0.40 -1.62 224
0.08 -0.01 -1.98 7.12 12.01 -3.14 -0.23 -1.32 230
0.08 -0.01 0.01 4.71 9.89 -3.41 -0.77 -1.13 236
0.09 -0.01 1.83 3.17 8.49 -3.56 -1.05 -1.03 242
0.08 -0.01 2.16 2.44 7.48 -3.58 -1.16 -0.97 248
0.08 -0.01 3.31 1.86 6.54 -3.52 -1.09 -0.90 254
0.08 -0.00 4.36 1.77 5.67 -3.43 -0.86 -0.85 261
0.09 -0.01 4.98 1.71 5.30 -3.32 -0.52 -0.83 267
0.07 -0.01 4.97 1.87 5.48 -3.28 -0.10 -0.80 273
0.07 -0.01 4.60 2.03 6.22 -3.24 0.25 -0.76 279
0.07 -0.01 3.95 2.11 6.91 -3.22 0.58 -0.68 285
0.07 -0.00 3.33 2.10 7.91 -3.24 0.77 -0.60 292
0.08 -0.01 2.83 2.13 9.06 -3.29 0.87 -0.50 299
0.07 -0.01 1.87 2.18 10.16 -3.41 0.91 -0.38 305
0.07 -0.01 2.13 1.88 11.02 -3.57 0.92 -0.25 311
0.07 -0.00 1.98 1.35 11.29 -3.77 0.89 -0.11 317
0.08 -0.01 1.93 0.62 11.48 -3.94 0.85 -0.02 323
0.07 -0.01 2.06 -0.07 11.59 -4.07 0.80 0.07 329
0.06 -0.01 2.39 -0.84 11.45 -4.13 0.80 0.15 335
0.07 -0.01 2.73 -1.47 11.37 -4.17 0.87 0.21 342
0.08 -0.01 2.80 -1.97 11.33 -4.18 0.96 0.26 348
0.08 -0.01 2.84 -2.51 11.58 -4.15 1.10 0.29 355
0.07 -0.01 2.61 -3.23 12.06 -4.11 1.26 0.31 361
0.08 -0.01 2.26 -3.83 12.61 -4.05 1.43 0.32 367
0.08 -0.01 1.82 -4.36 13.41 -4.00 1.55 0.33 373
0.08 -0.01 1.49 -4.83 14.15 -3.96 1.65 0.33 379
0.06 -0.01 1.29 -5.24 14.91 -3.92 1.70 0.34 386
0.06 -0.01 1.03 -5.60 15.46 -3.88 1.73 0.36 392
0.07 -0.01 0.95 -6.04 15.72 -3.84 1.74 0.39 398
0.06 -0.01 0.99 -6.39 15.87 -3.79 1.75 0.45 404
0.05 -0.01 1.06 -6.70 16.04 -3.72 1.78 0.51 411
0.07 -0.00 0.91 -7.01 16.32 -3.63 1.82 0.58 417
0.06 -0.01 0.65 -7.24 16.61 -3.56 1.86 0.65 423
0.06 -0.01 0.22 -7.59 16.87 -3.45 1.88 0.73 430
0.05 -0.01 -0.20 -8.57 17.09 -3.34 1.87 0.80 436
0.06 -0.01 -0.62 -8.38 17.31 -3.24 1.80 0.84 442
0.06 -0.01 -0.89 -8.75 17.31 -3.12 1.67 0.86 448
0.06 -0.01 -0.96 -9.00 17.03 -3.02 1.52 0.85 454
0.05 -0.01 -0.89 -9.19 16.73 -2.93 1.37 0.84 460
0.07 -0.01 -0.78 -9.32 16.41 -2.82 1.26 0.80 467
0.06 -0.01 -0.63 -9.51 16.16 -2.70 1.14 0.77 474
0.06 -0.01 -0.53 -9.81 15.92 -2.56 1.05 0.74 480
0.06 -0.01 -0.44 -10.10 15.74 -2.39 1.00 0.72 486
0.08 -0.01 -0.35 -10.55 15.38 -2.21 0.97 0.71 492
0.06 -0.01 -0.19 -10.84 15.08 -2.02 0.95 0.71 498
0.06 -0.01 0.01 -11.27 14.94 -1.83 0.96 0.72 504
0.06 -0.01 0.03 -11.49 15.09 -1.69 1.02 0.75 512
0.07 -0.01 -0.02 -11.53 15.17 -1.59 1.08 0.79 518
0.06 -0.01 -0.03 -11.59 15.33 -1.54 1.13 0.83 524
0.07 -0.00 -0.10 -11.78 15.66 -1.57 1.15 0.88 530
0.07 -0.01 -0.36 -11.93 15.91 -1.68 1.12 0.96 536
0.07 -0.01 -0.63 -12.14 15.49 -1.85 1.07 0.99 542
0.07 -0.00 -0.66 -12.49 14.52 -2.03 1.00 1.06 549
0.07 -0.01 -0.49 -13.30 13.20 -2.19 0.91 1.13 556
0.07 -0.01 -0.26 -14.41 11.70 -2.27 0.85 1.20 562
0.07 -0.01 -0.06 -15.50 10.00 -2.23 0.82 1.25 568
0.08 -0.01 -0.09 -16.47 8.41 -2.07 0.81 1.28 574
0.08 -0.01 -0.34 -17.22 7.19 -1.90 0.81 1.27 580
0.07 -0.01 -1.00 -18.38 6.25 -1.66 0.81 1.26 586
0.07 -0.00 -1.90 -17.99 5.43 -1.42 0.81 1.23 593
0.08 -0.01 -3.39 -17.53 4.59 -1.18 0.86 1.21 600
0.07 -0.01 -5.55 -16.69 3.94 -0.93 1.03 1.26 606
0.07 -0.01 -8.22 -17.24 4.73 -0.70 1.24 1.35 612
0.07 0.00 -10.63 -17.79 5.72 -0.53 1.04 1.37 618
0.08 -0.01 -11.64 -17.85 6.17 -0.37 0.30 1.23 624
0.06 -0.01 -14.11 -27.46 10.13 -0.10 -0.91 1.03 630
0.08 -0.01 -7.98 -24.42 7.36 1.04 -1.95 0.64 637
0.07 -0.01 -5.90 -20.71 -1.98 1.53 -2.19 0.26 644
0.06 -0.01 -5.56 -19.35 4.78 1.85 -2.42 -0.01 650
0.06 0.01 -2.58 -5.67 7.76 2.14 -2.46 -0.22 656
0.07 0.02 -2.89 1.08 11.21 1.91 -2.31 -0.28 662
0.06 0.08 1.24 3.95 14.93 1.63 -1.96 -0.20 668
0.04 0.20 2.61 5.49 14.07 1.42 -1.33 -0.00 674
0.05 0.29 2.12 2.49 11.07 1.42 -0.68 0.17 681
0.05 0.32 -0.52 0.27 9.84 1.77 -0.43 0.25 688
0.04 0.34 -1.68 -1.48 12.88 2.20 -0.33 0.21 694
0.04 0.46 -1.59 -2.00 12.32 2.55 -0.22 0.13 700
0.04 0.54 -0.33 -2.35 13.60 2.90 -0.07 0.04 706
0.03 0.62 -0.57 -2.20 16.77 3.12 0.11 -0.02 712
0.02 0.70 -0.94 -2.28 18.77 3.09 0.23 -0.17 718
0.03 0.78 1.14 -2.18 17.51 2.96 0.29 -0.29 726
0.04 0.81 1.20 -1.59 14.57 2.70 0.10 -0.31 732
0.02 0.88 1.88 -1.80 15.41 2.56 -0.21 -0.30 738
0.02 0.97 2.28 -1.99 17.72 2.10 -1.07 -0.30 744
0.04 0.95 4.79 -2.99 14.33 1.34 -1.21 -0.03 750
0.02 0.95 1.58 -1.97 12.24 0.96 -0.94 0.27 756
0.03 0.97 0.15 -1.46 11.68 0.82 -0.87 0.29 763
0.03 0.97 -1.19 -0.92 12.28 0.61 -0.76 0.21 770
0.03 0.96 1.38 -0.67 11.21 0.32 -0.47 0.15 776
0.03 0.98 1.33 -0.94 10.26 0.21 -0.29 0.13 782
0.05 0.98 0.74 -0.72 9.42 0.19 -0.26 0.13 788
0.04 0.97 0.07 -1.18 10.37 0.16 -0.21 0.19 794
0.04 0.98 0.34 -0.94 9.89 0.10 -0.11 0.15 800
0.04 0.98 0.54 -0.94 10.04 0.09 -0.12 0.14 807
0.06 0.96 0.37 -0.92 9.95 0.08 -0.10 0.14 814
0.05 0.95 0.46 -1.04 10.02 0.06 -0.09 0.14 820
0.04 0.96 0.36 -1.08 10.06 0.04 -0.07 0.14 826
0.06 0.96 0.42 -1.02 10.00 0.03 -0.04 0.14 832
0.06 0.93 0.42 -0.96 9.98 0.02 -0.01 0.15 838
0.05 0.91 0.40 -0.90 9.87 0.02 0.01 0.14 844
