Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
1.22 -0.05 0.33 -2.03 10.83 0.76 0.18 -0.07 23
1.22 -0.04 0.57 -1.83 10.25 0.81 0.23 -0.06 29
1.23 -0.06 0.50 -1.86 10.55 0.86 0.27 -0.05 35
1.24 -0.06 0.56 -1.91 10.83 0.93 0.27 -0.04 41
1.23 -0.06 0.70 -2.02 11.12 1.01 0.26 -0.03 48
1.22 -0.04 0.85 -2.16 11.10 1.12 0.24 -0.03 54
1.19 -0.05 0.82 -2.13 11.07 1.22 0.22 -0.04 61
1.19 -0.06 0.76 -2.24 10.90 1.31 0.20 -0.04 67
1.17 -0.05 0.72 -2.39 11.05 1.43 0.22 -0.04 73
1.16 -0.05 0.74 -2.44 11.19 1.49 0.25 -0.04 79
1.13 -0.05 0.86 -2.62 11.35 1.61 0.27 -0.04 86
1.09 -0.06 1.01 -2.62 9.64 1.73 0.30 -0.05 92
1.02 -0.05 0.67 -2.80 11.38 1.86 0.35 -0.06 98
1.01 -0.04 1.05 -2.87 11.67 2.02 0.40 -0.07 104
0.94 -0.05 0.84 -2.92 11.51 2.19 0.47 -0.08 111
0.88 -0.04 0.83 -3.18 11.80 2.34 0.58 -0.08 117
0.81 -0.03 0.67 -3.27 11.61 2.52 0.72 -0.06 123
0.77 -0.04 0.37 -3.29 11.82 2.69 0.90 -0.03 130
0.59 -0.04 0.29 -3.71 12.38 2.88 1.06 0.02 136
0.51 -0.03 0.16 -3.78 12.72 3.09 1.27 0.08 142
0.40 -0.02 0.67 -4.22 12.81 3.29 1.44 0.16 148
0.30 -0.02 0.44 -4.58 13.33 3.49 1.60 0.22 155
0.23 -0.02 0.57 -4.99 13.53 3.66 1.69 0.28 161
0.17 -0.01 0.71 -5.60 14.21 3.80 1.75 0.37 167
0.15 -0.02 -0.03 -6.06 13.63 3.83 1.78 0.50 174
0.12 -0.01 -0.04 -7.20 12.86 3.74 1.98 0.69 180
0.09 -0.01 0.58 -8.00 17.20 3.64 2.00 0.80 186
0.08 -0.01 1.87 -8.81 18.63 3.77 2.24 0.88 192
0.07 -0.01 1.78 -9.16 20.55 3.97 2.42 0.93 198
0.06 -0.01 1.03 -9.21 19.62 4.15 2.53 1.02 204
0.07 -0.01 0.54 -9.18 19.41 4.22 2.47 1.11 211
0.07 -0.01 0.17 -8.83 18.88 4.25 2.42 1.21 218
0.05 -0.01 1.03 -8.80 18.88 4.24 2.42 1.32 224
0.05 -0.01 2.30 -8.22 18.96 4.21 2.64 1.40 230
0.04 -0.00 2.90 -7.20 18.60 4.19 3.03 1.42 236
0.04 0.00 2.56 -6.33 19.73 4.14 3.37 1.37 242
0.04 -0.00 1.41 -4.82 19.44 4.05 3.66 1.28 248
0.05 -0.01 -0.30 -3.05 19.72 3.99 3.78 1.13 254
0.05 -0.01 -1.93 -1.64 18.65 3.84 3.70 0.98 261
0.05 0.00 -3.74 0.36 18.30 3.69 3.46 0.86 268
0.04 -0.00 -5.51 2.77 17.81 3.42 2.90 0.74 274
0.05 -0.00 -8.27 5.65 16.72 3.09 2.07 0.60 280
0.04 -0.00 -14.19 9.30 11.68 2.79 1.25 0.17 286
0.05 -0.01 -12.45 11.96 7.94 2.36 -0.67 -1.02 292
0.04 -0.00 -11.42 12.28 11.63 0.77 -2.53 -1.93 299
0.03 -0.00 -7.09 13.04 12.93 -1.03 -2.92 -2.51 305
0.04 -0.00 -2.85 9.09 16.72 -2.03 -2.98 -3.02 312
0.04 0.00 -1.57 4.94 16.47 -2.51 -2.87 -3.59 318
0.04 -0.00 -1.06 3.53 15.22 -2.77 -2.50 -4.04 324
0.04 0.01 -0.35 3.63 13.04 -2.88 -1.98 -4.28 330
0.04 -0.00 0.17 3.87 11.16 -2.93 -1.52 -4.28 336
0.04 -0.00 0.26 4.24 10.71 -3.04 -1.27 -4.28 343
0.03 -0.00 -0.03 4.70 9.77 -3.14 -1.23 -4.28 349
0.04 -0.00 -0.02 5.13 9.86 -3.33 -1.33 -4.28 355
0.05 -0.01 0.30 4.62 11.02 -3.54 -1.58 -4.28 361
0.05 -0.00 0.92 3.73 10.73 -3.76 -1.87 -4.28 368
0.02 -0.00 0.55 2.77 11.05 -3.96 -2.07 -4.28 374
0.03 0.00 0.82 1.88 12.10 -4.09 -2.02 -4.16 380
0.03 -0.00 2.77 2.32 13.08 -4.18 -2.18 -3.71 387
0.04 -0.00 4.16 2.04 13.64 -4.25 -2.56 -3.33 393
0.02 -0.00 4.61 1.19 14.06 -4.28 -2.83 -2.96 399
0.05 0.00 5.26 0.31 13.75 -4.28 -3.06 -2.66 405
0.05 -0.01 6.27 -0.67 13.71 -4.28 -3.22 -2.30 411
0.05 -0.00 7.47 -1.61 13.89 -4.28 -3.29 -1.97 418
0.05 -0.01 8.38 -2.45 13.72 -4.28 -3.28 -1.68 424
0.05 -0.01 9.37 -3.27 13.28 -4.28 -3.12 -1.41 431
0.04 -0.00 10.79 -4.12 12.76 -4.28 -2.90 -1.16 437
0.03 -0.00 11.29 -4.94 12.24 -4.28 -2.62 -0.95 443
0.04 0.00 12.17 -5.42 12.05 -4.28 -2.22 -0.75 449
0.04 -0.00 12.93 -5.88 12.17 -4.28 -1.80 -0.56 455
0.04 -0.00 13.15 -6.18 12.20 -4.27 -1.36 -0.40 462
0.05 0.01 13.23 -6.55 12.54 -4.22 -0.92 -0.19 468
0.05 -0.01 13.32 -7.10 12.97 -4.14 -0.50 0.05 475
0.04 -0.00 13.12 -7.83 13.30 -4.05 -0.14 0.30 481
0.04 -0.00 12.75 -8.60 13.62 -3.91 0.17 0.56 487
0.04 -0.00 12.37 -9.35 13.82 -3.78 0.45 0.83 493
0.05 -0.00 12.00 -9.97 13.78 -3.59 0.69 1.08 500
0.04 -0.00 11.78 -10.62 13.65 -3.38 0.86 1.29 506
0.04 -0.00 11.40 -11.06 13.43 -3.15 1.06 1.46 513
0.03 -0.00 11.06 -11.40 13.38 -2.91 1.26 1.60 519
0.04 -0.00 10.62 -11.55 13.47 -2.67 1.48 1.66 525
0.04 -0.00 10.31 -11.58 13.86 -2.44 1.70 1.72 532
0.02 -0.00 9.83 -11.48 14.25 -2.24 1.91 1.75 538
0.05 -0.00 9.25 -11.24 14.56 -2.07 2.09 1.76 544
0.05 -0.00 8.66 -11.06 14.79 -1.94 2.23 1.73 550
0.04 -0.00 7.92 -10.93 14.86 -1.84 2.33 1.67 557
0.04 -0.00 7.23 -10.85 14.66 -1.77 2.38 1.57 563
0.04 -0.00 6.60 -10.78 14.34 -1.68 2.40 1.43 570
0.04 -0.00 6.10 -10.74 14.08 -1.58 2.40 1.24 576
0.02 -0.00 5.58 -10.77 13.84 -1.46 2.41 1.02 582
0.05 0.00 5.05 -10.91 13.71 -1.32 2.44 0.78 588
0.04 -0.00 4.54 -11.17 13.52 -1.16 2.50 0.56 594
0.04 -0.00 3.98 -11.46 13.44 -0.99 2.58 0.30 601
0.04 0.01 3.48 -11.64 13.50 -0.84 2.68 0.03 608
0.04 -0.00 3.17 -11.77 13.57 -0.70 2.81 -0.21 614
0.04 -0.00 2.86 -11.85 13.65 -0.59 2.98 -0.45 620
0.04 -0.00 2.42 -11.73 13.87 -0.53 3.18 -0.65 626
0.04 -0.00 1.90 -11.44 14.43 -0.49 3.38 -0.81 632
0.04 -0.00 1.53 -11.03 15.61 -0.51 3.53 -0.92 638
0.04 -0.00 0.99 -10.67 16.56 -0.63 3.67 -0.99 646
0.05 -0.00 0.20 -10.24 17.02 -0.84 3.78 -1.02 652
0.04 -0.00 -0.46 -9.86 16.92 -1.10 3.82 -1.02 658
0.04 -0.00 -1.21 -9.62 16.30 -1.37 3.75 -0.99 664
0.04 -0.00 -1.84 -9.81 15.52 -1.63 3.56 -0.95 670
0.05 -0.00 -2.39 -9.99 14.27 -1.82 3.32 -0.90 676
0.04 -0.00 -2.82 -10.40 13.08 -1.91 3.04 -0.84 683
0.04 -0.00 -3.39 -10.77 11.68 -1.93 2.87 -0.79 689
0.04 -0.00 -4.13 -10.78 10.38 -1.85 2.70 -0.71 696
0.04 -0.00 -5.12 -10.76 9.60 -1.67 2.65 -0.64 702
0.04 -0.00 -6.02 -10.96 9.03 -1.42 2.70 -0.49 708
0.04 -0.00 -6.88 -11.18 8.98 -1.17 2.68 -0.32 714
0.06 -0.01 -7.89 -11.58 9.11 -0.92 2.47 -0.21 720
0.04 -0.00 -8.71 -11.93 9.17 -0.76 2.09 -0.17 727
0.04 -0.00 -9.09 -12.27 8.98 -0.60 1.63 -0.16 733
0.04 -0.00 -9.15 -12.53 8.76 -0.48 1.22 -0.15 739
0.06 -0.01 -10.02 -13.41 10.55 -0.34 0.72 -0.12 746
0.04 -0.00 -11.90 -14.91 9.55 -0.12 0.12 -0.04 752
0.04 -0.00 -20.67 -16.42 14.65 0.62 -1.56 0.27 758
0.05 -0.00 -16.88 -16.08 9.38 0.80 -2.65 0.56 764
0.05 -0.00 -15.99 -13.69 7.14 1.10 -4.18 0.83 771
0.05 -0.00 -0.33 -6.25 5.90 1.17 -4.28 0.85 777
0.04 0.00 1.13 -4.24 7.25 1.13 -4.28 0.69 783
0.03 -0.00 3.45 -0.20 12.78 1.27 -4.28 0.75 790
0.04 -0.00 5.36 4.71 14.43 1.30 -4.27 0.94 796
0.02 -0.00 4.55 8.22 16.38 1.27 -3.63 1.22 802
0.05 0.01 1.98 6.55 16.51 1.23 -2.76 1.48 808
0.05 0.01 -0.98 3.74 11.59 1.21 -2.01 1.54 815
0.03 0.08 -3.56 2.99 8.19 1.34 -1.65 1.41 821
0.04 0.17 -6.85 1.22 10.27 1.63 -1.46 1.12 827
0.03 0.25 -9.30 0.47 11.32 1.97 -1.41 0.70 833
0.03 0.27 -8.94 0.23 11.06 2.32 -1.52 0.13 840
0.02 0.37 -6.32 -0.19 13.22 2.54 -1.66 -0.45 846
0.03 0.33 -2.23 -0.86 15.68 2.56 -1.65 -0.81 852
0.03 0.33 3.86 -2.56 18.95 2.40 -1.59 -0.97 859
0.02 0.32 6.72 -4.19 27.79 1.46 -2.22 -0.67 865
0.03 0.38 4.73 -2.57 10.75 0.53 -1.19 0.03 872
0.03 0.37 0.71 -1.73 13.46 0.36 -0.64 0.23 878
0.01 0.41 1.14 -1.95 10.99 0.14 -0.25 0.25 884
0.03 0.41 -0.01 -0.76 10.60 0.16 -0.29 0.26 890
0.02 0.43 -0.10 -0.56 10.47 0.14 -0.36 0.13 897
0.03 0.42 0.87 -0.71 10.12 0.07 -0.27 0.07 903
0.04 0.42 0.74 -0.79 10.09 0.03 -0.18 0.06 909
0.04 0.50 1.01 -1.11 9.89 0.01 -0.15 0.06 916
0.03 0.53 0.81 -0.90 10.08 0.00 -0.16 0.05 922
0.02 0.51 0.88 -0.70 9.93 -0.00 -0.17 0.04 928
0.03 0.54 0.74 -0.80 10.06 -0.01 -0.17 0.03 934
0.03 0.59 0.81 -0.74 9.91 -0.03 -0.17 0.01 941
0.04 0.61 0.73 -0.75 9.98 -0.04 -0.18 0.00 947
0.02 0.69 0.84 -0.66 10.04 -0.04 -0.19 -0.00 953
0.03 0.76 0.91 -0.66 9.89 -0.04 -0.19 -0.01 959
0.05 0.70 0.75 -0.69 10.12 -0.04 -0.20 -0.02 965
0.07 0.70 0.89 -0.83 10.05 -0.04 -0.20 -0.01 972
0.06 0.74 0.68 -0.80 9.94 -0.04 -0.19 -0.01 978
0.05 0.74 0.64 -0.76 10.35 -0.03 -0.18 -0.01 985
0.06 0.76 0.63 -0.71 10.10 -0.03 -0.15 -0.00 991
0.06 0.77 0.68 -0.77 10.02 -0.03 -0.13 0.01 997
0.06 0.76 0.60 -0.78 10.13 -0.02 -0.11 0.03 1003
0.05 0.76 0.67 -0.76 10.07 -0.01 -0.10 0.03 1009
0.06 0.75 0.73 -0.75 10.26 -0.01 -0.09 0.04 1016
0.05 0.77 0.72 -0.73 10.00 -0.01 -0.09 0.04 1022
0.07 0.74 0.76 -0.73 10.04 -0.00 -0.09 0.03 1029
0.06 0.74 0.73 -0.71 10.03 -0.00 -0.09 0.04 1035
0.06 0.74 0.73 -0.73 10.00 -0.00 -0.09 0.03 1041
0.06 0.71 0.69 -0.73 10.00 -0.00 -0.09 0.03 1048
0.06 0.70 0.69 -0.67 10.09 -0.00 -0.10 0.03 1054
0.07 0.67 0.75 -0.68 9.99 -0.01 -0.10 0.02 1060
0.09 0.61 0.65 -0.72 9.96 -0.00 -0.10 0.02 1067
0.08 0.59 0.68 -0.70 10.03 -0.00 -0.10 0.02 1073
0.08 0.55 0.62 -0.71 10.02 0.00 -0.09 0.02 1079
0.09 0.51 0.67 -0.73 10.03 0.00 -0.09 0.03 1086
0.11 0.43 0.64 -0.72 10.11 0.01 -0.09 0.03 1092
0.09 0.44 0.66 -0.76 10.03 0.01 -0.09 0.03 1098
0.12 0.44 0.68 -0.75 9.96 0.01 -0.09 0.03 1104
0.13 0.35 0.69 -0.75 10.04 0.01 -0.09 0.03 1111
0.13 0.35 0.67 -0.76 10.04 0.00 -0.08 0.02 1117
0.14 0.35 0.68 -0.71 10.00 0.00 -0.08 0.03 1124
0.14 0.37 0.64 -0.71 10.06 0.01 -0.08 0.02 1130
0.15 0.28 0.63 -0.75 10.04 0.01 -0.08 0.03 1136
0.17 0.31 0.62 -0.73 10.02 0.01 -0.07 0.02 1142
0.17 0.28 0.63 -0.76 10.02 0.01 -0.07 0.02 1148
0.19 0.27 0.57 -0.74 10.03 0.01 -0.06 0.03 1156
0.21 0.21 0.55 -0.78 9.98 0.01 -0.06 0.03 1162
0.20 0.21 0.63 -0.75 10.01 0.01 -0.06 0.03 1168
0.20 0.19 0.63 -0.75 9.98 0.01 -0.06 0.03 1174
0.23 0.19 0.58 -0.78 9.98 0.01 -0.06 0.03 1180
0.25 0.20 0.68 -0.79 9.99 0.01 -0.06 0.03 1186
0.26 0.12 0.62 -0.75 10.04 0.00 -0.06 0.03 1192
0.26 0.13 0.67 -0.77 9.97 0.01 -0.05 0.03 1200
0.29 0.12 0.64 -0.75 10.02 0.00 -0.06 0.03 1206
0.29 0.11 0.66 -0.78 10.07 0.01 -0.05 0.02 1212
0.28 0.09 0.66 -0.77 10.00 0.00 -0.05 0.02 1218
0.31 0.08 0.60 -0.74 9.99 0.01 -0.05 0.02 1224
0.33 0.04 0.58 -0.69 10.05 0.01 -0.04 0.02 1230
0.31 0.05 0.62 -0.73 10.04 0.02 -0.04 0.02 1238
0.34 0.05 0.75 -0.81 10.07 0.02 -0.05 0.02 1244
