Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.07 0.68 0.76 -0.74 9.90 0.00 -0.02 0.06 23
0.07 0.68 0.76 -0.74 9.91 0.00 -0.02 0.05 29
0.09 0.62 0.77 -0.74 9.90 0.00 -0.03 0.05 35
0.10 0.63 0.74 -0.71 9.87 0.00 -0.02 0.05 41
0.10 0.62 0.75 -0.80 9.93 -0.01 -0.03 0.05 48
0.10 0.62 0.74 -0.79 9.96 -0.00 -0.03 0.05 54
0.10 0.61 0.73 -0.76 9.89 -0.01 -0.03 0.05 60
0.09 0.65 0.75 -0.77 9.96 -0.01 -0.03 0.05 66
0.08 0.65 0.74 -0.77 9.93 -0.01 -0.03 0.05 72
0.11 0.63 0.75 -0.76 9.97 -0.01 -0.02 0.05 78
0.08 0.62 0.73 -0.75 9.98 -0.01 -0.02 0.05 84
0.09 0.62 0.75 -0.77 9.96 -0.01 -0.01 0.05 91
0.10 0.59 0.77 -0.77 9.96 -0.01 -0.00 0.05 97
0.10 0.55 0.75 -0.74 9.87 -0.01 -0.00 0.05 103
0.11 0.55 0.75 -0.76 9.95 -0.01 -0.00 0.06 109
0.12 0.51 0.76 -0.77 10.01 -0.01 -0.00 0.06 115
0.11 0.51 0.74 -0.77 9.95 -0.01 -0.00 0.06 121
0.10 0.46 0.78 -0.78 9.95 -0.01 -0.01 0.05 128
0.11 0.46 0.76 -0.75 9.85 -0.01 -0.01 0.04 135
0.12 0.44 0.79 -0.79 9.91 -0.01 -0.01 0.04 141
0.11 0.39 0.82 -0.74 9.92 -0.01 -0.01 0.04 147
0.11 0.40 0.78 -0.71 10.00 -0.01 -0.01 0.04 153
0.14 0.36 0.79 -0.73 10.01 0.00 -0.01 0.04 159
0.16 0.29 0.79 -0.77 10.17 0.01 -0.01 0.04 165
0.18 0.25 0.82 -0.77 10.01 0.02 -0.00 0.05 172
0.19 0.23 0.99 -0.76 10.03 0.03 0.00 0.05 178
0.22 0.18 0.75 -0.74 10.10 0.04 0.01 0.05 185
0.24 0.14 0.78 -0.78 10.10 0.04 0.01 0.05 191
0.25 0.09 0.79 -0.82 10.10 0.05 0.02 0.05 197
0.29 0.05 0.87 -0.69 10.05 0.06 0.03 0.06 203
0.32 0.04 0.81 -0.82 10.11 0.07 0.04 0.06 209
0.32 0.01 0.90 -0.62 10.41 0.08 0.05 0.05 216
0.34 -0.02 0.97 -0.66 10.25 0.10 0.06 0.06 222
0.35 -0.01 0.79 -0.68 10.05 0.13 0.08 0.07 228
0.35 -0.02 0.86 -0.85 10.51 0.19 0.12 0.06 235
0.38 -0.02 0.93 -0.89 10.03 0.27 0.18 0.05 241
0.37 -0.02 1.14 -0.87 10.95 0.39 0.26 0.03 247
0.37 -0.02 1.31 -1.12 11.71 0.62 0.39 0.00 253
0.34 -0.02 1.31 -0.60 13.60 1.07 0.54 -0.03 260
0.31 -0.03 2.11 -0.78 15.13 1.58 0.65 -0.14 266
0.32 -0.00 2.35 -0.91 16.42 2.19 0.47 -0.28 272
0.29 -0.01 2.29 -0.95 17.45 2.72 0.16 -0.41 279
0.26 -0.02 2.50 -1.17 18.03 3.17 -0.13 -0.48 285
0.24 -0.00 2.38 -1.27 17.73 3.58 -0.30 -0.54 291
0.21 -0.01 2.99 -1.19 18.24 3.94 -0.47 -0.59 297
0.19 -0.01 3.08 -1.31 17.77 4.17 -0.58 -0.65 304
0.16 -0.01 3.60 -2.06 18.53 4.26 -0.58 -0.70 310
0.13 0.00 2.84 -2.43 18.11 4.28 -0.60 -0.81 317
0.13 -0.01 2.37 -2.91 18.56 4.28 -0.53 -0.76 323
0.10 0.01 2.60 -3.50 19.88 4.28 -0.23 -0.74 329
0.12 0.01 4.03 -3.72 22.81 4.28 -0.06 -0.77 335
0.12 0.01 3.92 -3.91 22.29 4.28 0.06 -0.78 342
0.12 -0.00 4.10 -2.96 23.57 4.28 0.14 -0.80 348
0.11 -0.01 3.49 -1.09 24.86 4.28 -0.01 -0.86 355
0.07 -0.01 2.78 -1.37 24.47 4.20 -0.35 -0.91 361
0.06 -0.01 2.65 0.86 25.63 3.97 -0.84 -0.94 367
0.05 -0.00 2.70 5.31 21.59 3.76 -1.13 -0.96 373
0.07 -0.01 4.02 10.28 15.74 3.52 -1.42 -0.93 379
0.05 -0.01 4.06 14.64 13.86 3.06 -1.54 -0.87 386
0.05 -0.00 6.39 26.22 12.04 2.38 -1.37 -0.83 392
0.05 -0.01 6.99 17.48 6.41 1.45 -0.82 -0.77 398
0.05 -0.01 7.74 17.58 10.67 0.63 -0.43 -0.78 405
0.05 -0.00 6.90 19.33 10.96 -0.09 0.01 -0.83 411
0.04 -0.00 4.89 15.91 8.00 -0.53 0.34 -0.92 417
0.06 -0.01 3.26 13.11 5.78 -0.73 0.42 -0.98 423
0.05 -0.00 1.70 11.93 4.58 -0.79 0.33 -1.00 430
