Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.00 0.00 -4.23 -9.18 3.99 -1.03 -0.05 1.35 17
0.00 0.00 -3.41 -12.50 2.35 -1.07 -0.05 1.27 23
0.00 0.00 -6.60 -14.52 9.47 -0.58 -0.44 1.18 30
0.00 0.00 -4.08 -11.94 5.33 -0.38 -0.43 0.99 37
0.00 -0.00 -3.65 -11.49 5.63 -0.08 -0.28 0.81 44
0.00 0.00 -4.81 -13.81 7.23 0.09 -0.21 0.63 51
0.00 0.00 -5.32 -14.17 7.42 0.23 -0.21 0.49 57
0.00 0.00 -6.46 -14.91 6.38 0.40 -0.29 0.34 64
0.00 0.00 -6.91 -15.74 5.94 0.57 -0.60 0.25 70
-0.00 0.00 -8.49 -19.05 4.44 0.75 -1.03 0.20 77
-0.00 0.00 -9.36 -23.38 3.59 1.09 -1.35 0.23 84
-0.00 0.03 -4.21 -8.40 6.56 1.72 -1.37 0.31 92
-0.01 0.11 -5.16 -2.86 10.04 2.20 -0.97 0.16 99
-0.02 0.21 -4.46 0.69 20.02 2.72 -1.05 -0.18 106
-0.02 0.32 2.08 -1.06 33.99 2.03 -2.77 -0.54 114
-0.02 0.39 1.47 -1.61 12.05 0.24 -1.34 -0.21 121
-0.03 0.44 -0.40 -1.90 12.29 -0.05 -0.50 -0.15 129
-0.04 0.47 0.38 -1.67 9.75 -0.06 -0.28 -0.09 135
-0.03 0.46 0.86 -1.05 10.21 0.01 -0.29 -0.03 142
-0.04 0.48 0.11 -0.68 10.38 0.03 -0.13 0.01 149
-0.02 0.50 -0.13 -0.77 10.13 0.00 -0.05 -0.01 156
-0.02 0.49 0.04 -0.94 9.91 -0.01 0.01 -0.03 163
-0.02 0.51 0.41 -0.89 9.84 -0.00 0.04 -0.04 171
-0.04 0.51 0.52 -0.83 9.82 0.00 0.06 -0.03 178
-0.04 0.48 0.38 -0.81 9.79 0.00 0.05 -0.03 185
-0.05 0.50 0.36 -0.78 9.76 -0.00 0.04 -0.04 192
-0.04 0.54 0.46 -0.81 9.76 -0.00 0.03 -0.04 199
0.01 0.52 0.50 -0.83 9.75 -0.01 0.02 -0.05 206
0.04 0.49 0.42 -0.85 9.77 -0.02 0.02 -0.06 214
0.04 0.51 0.35 -0.77 9.68 -0.02 0.02 -0.06 221
0.01 0.52 0.34 -0.77 9.72 -0.02 0.02 -0.07 228
0.01 0.52 0.35 -0.77 9.86 -0.01 0.03 -0.08 235
0.00 0.51 0.35 -0.75 9.81 -0.01 0.04 -0.07 242
