Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.17 0.69 0.73 -0.71 9.95 -0.01 -0.03 0.03 23
0.19 0.68 0.74 -0.70 9.99 -0.00 -0.03 0.03 29
0.18 0.66 0.68 -0.71 9.97 -0.00 -0.03 0.02 35
0.19 0.61 0.67 -0.74 9.98 -0.00 -0.03 0.03 41
0.20 0.59 0.74 -0.74 9.97 0.00 -0.03 0.02 48
0.21 0.56 0.73 -0.73 9.93 0.01 -0.03 0.02 54
0.23 0.56 0.74 -0.77 9.92 0.00 -0.03 0.02 60
0.25 0.52 0.73 -0.75 9.96 0.00 -0.02 0.02 66
0.23 0.50 0.75 -0.75 9.96 0.00 -0.02 0.02 72
0.27 0.48 0.70 -0.75 10.04 0.01 -0.02 0.03 78
0.25 0.43 0.74 -0.72 9.98 0.01 -0.02 0.02 84
0.27 0.46 0.74 -0.69 10.01 0.01 -0.02 0.02 91
0.29 0.41 0.67 -0.76 10.02 0.01 -0.02 0.02 97
0.28 0.43 0.67 -0.76 10.03 0.01 -0.02 0.02 103
0.28 0.41 0.73 -0.72 9.91 0.02 -0.02 0.02 109
0.30 0.35 0.68 -0.75 9.99 0.02 -0.02 0.02 116
0.34 0.36 0.70 -0.75 9.99 0.02 -0.01 0.02 122
0.35 0.28 0.74 -0.75 10.03 0.03 -0.01 0.02 129
0.38 0.28 0.71 -0.74 9.98 0.03 -0.01 0.02 135
0.39 0.23 0.73 -0.78 9.99 0.03 -0.01 0.02 141
0.42 0.20 0.74 -0.76 10.00 0.03 -0.01 0.02 147
0.43 0.15 0.78 -0.75 9.95 0.02 -0.01 0.02 153
0.46 0.14 0.69 -0.76 9.94 0.02 -0.01 0.03 159
0.46 0.13 0.74 -0.78 10.00 0.02 -0.01 0.03 165
0.48 0.14 0.77 -0.77 10.00 0.02 -0.02 0.03 172
0.52 0.11 0.74 -0.78 9.98 0.02 -0.02 0.03 178
0.54 0.09 0.76 -0.76 10.04 0.02 -0.02 0.03 185
0.53 0.11 0.76 -0.80 10.03 0.02 -0.03 0.02 191
0.58 0.08 0.77 -0.78 9.98 0.02 -0.03 0.02 197
0.58 0.06 0.77 -0.79 9.99 0.01 -0.04 0.03 203
0.61 0.06 0.79 -0.80 10.01 0.02 -0.04 0.03 209
0.61 0.04 0.74 -0.82 10.01 0.01 -0.05 0.03 216
0.64 0.07 0.73 -0.81 10.00 0.01 -0.05 0.02 222
0.68 0.04 0.73 -0.80 9.94 0.01 -0.04 0.02 228
0.68 0.04 0.73 -0.79 9.98 0.01 -0.04 0.03 234
0.69 0.03 0.73 -0.80 10.05 0.01 -0.04 0.02 240
0.73 0.05 0.78 -0.80 9.95 0.01 -0.04 0.03 247
0.73 0.02 0.75 -0.82 9.95 0.00 -0.05 0.02 253
0.72 0.04 0.75 -0.80 9.96 0.00 -0.05 0.02 260
0.73 0.01 0.74 -0.81 10.02 -0.00 -0.05 0.02 266
0.73 0.03 0.74 -0.77 10.00 -0.00 -0.05 0.02 272
0.73 0.06 0.74 -0.82 10.01 -0.00 -0.05 0.03 278
0.71 0.06 0.73 -0.82 10.00 -0.01 -0.05 0.03 284
0.69 0.05 0.71 -0.77 9.99 -0.01 -0.05 0.03 290
0.70 0.07 0.73 -0.77 10.00 -0.02 -0.05 0.02 296
0.69 0.07 0.75 -0.83 10.01 -0.02 -0.05 0.03 304
0.68 0.05 0.75 -0.81 10.02 -0.02 -0.05 0.03 310
0.66 0.06 0.73 -0.80 10.01 -0.02 -0.06 0.03 316
0.66 0.09 0.69 -0.83 9.98 -0.02 -0.06 0.03 322
0.66 0.08 0.72 -0.81 10.03 -0.03 -0.06 0.02 328
0.65 0.10 0.70 -0.80 9.96 -0.02 -0.06 0.02 334
0.64 0.12 0.70 -0.83 10.00 -0.02 -0.06 0.03 340
0.64 0.11 0.74 -0.81 9.99 -0.03 -0.06 0.02 347
0.62 0.11 0.70 -0.79 10.00 -0.02 -0.06 0.03 353
0.59 0.10 0.74 -0.80 10.05 -0.02 -0.06 0.02 360
0.58 0.13 0.70 -0.79 9.99 -0.01 -0.07 0.02 366
0.56 0.15 0.73 -0.75 10.02 -0.02 -0.06 0.02 372
0.56 0.16 0.76 -0.80 10.03 -0.01 -0.07 0.02 378
0.57 0.15 0.70 -0.77 10.03 -0.00 -0.07 0.02 385
0.56 0.16 0.72 -0.82 10.02 0.00 -0.07 0.02 391
0.58 0.12 0.68 -0.80 10.04 0.01 -0.08 0.01 397
0.59 0.12 0.72 -0.79 10.09 0.02 -0.08 0.01 403
