Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.20 -0.00 0.88 -0.83 9.96 0.02 0.03 0.01 23
0.20 -0.01 0.91 -0.86 9.99 0.02 0.02 0.01 29
0.20 -0.02 0.88 -0.82 9.92 0.02 0.02 -0.00 35
0.21 -0.02 0.84 -0.91 10.02 0.02 0.02 -0.00 41
0.20 -0.02 0.86 -0.85 9.93 0.02 0.02 -0.00 48
0.21 -0.02 0.85 -0.84 9.91 0.02 0.02 -0.00 54
0.23 -0.01 0.85 -0.61 9.92 0.02 0.02 0.00 60
0.26 -0.02 0.91 -0.84 10.01 0.02 0.01 0.00 66
0.27 -0.02 0.90 -0.82 10.09 0.03 0.00 0.00 72
0.29 -0.03 0.90 -0.82 10.09 0.04 -0.01 -0.00 78
0.30 -0.02 0.92 -0.85 10.12 0.04 -0.01 -0.01 84
0.32 -0.02 0.90 -0.84 9.99 0.05 -0.02 -0.02 91
0.34 -0.03 0.91 -1.05 10.03 0.06 -0.03 -0.02 97
0.37 -0.03 0.95 -0.83 10.03 0.07 -0.03 -0.07 103
0.39 -0.04 0.96 -0.86 10.06 0.09 -0.03 -0.04 109
0.39 -0.03 1.04 -0.97 10.09 0.11 -0.04 -0.05 115
0.41 -0.03 1.02 -0.98 10.09 0.14 -0.03 -0.06 122
0.44 -0.03 0.95 -0.97 10.15 0.20 -0.02 -0.08 129
0.51 -0.03 1.01 -0.92 10.15 0.19 -0.01 -0.09 135
0.55 -0.03 0.91 -1.07 10.15 0.23 0.01 -0.10 141
0.64 -0.04 0.92 -1.02 10.26 0.29 0.03 -0.11 147
0.66 -0.04 0.92 -1.08 10.37 0.38 0.06 -0.11 153
0.72 -0.03 1.03 -1.13 10.53 0.50 0.09 -0.11 159
0.81 -0.05 1.09 -1.30 10.82 0.67 0.12 -0.12 166
0.85 -0.05 1.08 -1.25 11.29 0.89 0.14 -0.13 173
0.91 -0.04 1.07 -1.37 11.13 1.11 0.11 -0.14 179
0.98 -0.05 1.52 -0.90 12.12 1.28 0.08 -0.16 185
1.02 -0.06 1.18 -1.57 11.41 1.41 -0.01 -0.13 191
1.07 -0.06 1.02 -1.53 11.86 1.52 -0.15 -0.12 197
1.17 -0.05 0.97 -1.69 12.52 1.61 -0.24 -0.12 204
1.23 -0.05 1.04 -1.83 12.14 1.73 -0.32 -0.11 210
1.24 -0.06 1.05 -1.81 12.47 1.88 -0.38 -0.11 217
1.30 -0.06 0.91 -2.07 12.72 2.04 -0.42 -0.11 223
1.33 -0.06 1.08 -2.30 12.43 2.18 -0.45 -0.12 229
1.40 -0.06 1.02 -1.94 13.50 2.30 -0.48 -0.20 235
1.44 -0.05 0.98 -2.24 12.33 2.51 -0.43 -0.15 242
1.42 -0.05 1.05 -2.37 13.00 2.67 -0.45 -0.16 248
1.42 -0.05 0.99 -2.64 13.03 2.88 -0.45 -0.17 254
1.40 -0.04 1.24 -2.64 13.48 3.09 -0.42 -0.18 261
1.36 -0.05 1.21 -2.85 13.86 3.35 -0.40 -0.20 267
1.35 -0.07 1.01 -2.86 14.16 3.61 -0.36 -0.22 273
1.29 -0.06 0.58 -3.60 15.14 3.91 -0.34 -0.24 280
1.24 -0.05 0.64 -3.07 15.73 4.18 -0.31 -0.23 286
1.17 -0.06 0.93 -3.91 16.93 4.28 -0.27 -0.24 292
1.08 -0.04 1.71 -4.14 16.34 4.28 -0.29 -0.31 299
0.96 -0.04 2.43 -5.17 18.75 4.28 -0.40 -0.43 305
0.85 -0.05 3.93 -3.79 19.79 4.28 -0.50 -0.57 311
0.75 -0.03 1.80 -7.31 21.52 4.28 -0.48 -0.59 318
0.70 -0.03 1.70 -11.02 27.07 4.28 -0.52 -0.60 324
0.62 -0.04 2.08 -13.71 31.34 4.28 -0.35 -0.54 330
0.47 -0.02 2.11 -14.64 31.14 4.28 -0.03 -0.46 336
0.37 -0.02 2.83 -12.08 31.15 4.28 0.21 -0.44 344
0.31 -0.03 2.69 -11.81 28.19 4.28 0.56 -0.44 350
0.23 0.01 1.82 -9.05 26.66 4.28 0.73 -0.44 356
0.18 -0.01 -0.40 -5.74 29.24 4.28 0.77 -0.48 362
0.13 -0.01 -1.00 -4.42 31.36 4.28 0.42 -0.58 368
0.10 -0.00 -0.11 -1.77 30.04 4.28 -0.22 -0.68 374
0.11 -0.01 2.34 1.84 28.77 4.28 -0.83 -0.76 380
0.09 -0.01 4.86 5.01 29.68 4.28 -1.24 -0.78 388
0.07 -0.00 7.35 8.45 30.49 4.28 -1.24 -0.75 394
0.08 0.00 8.97 12.27 25.43 4.28 -0.82 -0.74 400
0.06 -0.01 10.31 19.52 23.38 4.28 -0.24 -1.08 406
0.04 -0.00 6.36 20.97 1.13 3.97 0.48 -1.81 412
0.05 -0.00 7.47 26.72 6.27 2.36 0.63 -2.37 418
0.06 -0.01 5.99 24.60 22.48 -0.24 1.34 -2.67 424
0.05 -0.01 5.88 18.08 29.59 -2.31 2.20 -2.65 432
0.05 -0.01 2.75 13.70 22.21 -3.47 2.33 -2.61 438
0.08 -0.01 0.60 12.28 16.65 -4.05 2.01 -2.49 444
0.07 -0.01 -0.25 11.10 13.75 -4.24 1.59 -2.30 450
0.05 -0.01 -0.45 9.24 11.33 -4.28 1.33 -2.05 456
0.06 0.00 0.24 7.23 9.31 -4.28 1.16 -1.82 462
0.07 -0.01 0.89 5.92 8.37 -4.28 0.93 -1.66 468
0.06 -0.01 1.08 4.75 8.21 -4.28 0.73 -1.48 475
0.05 -0.01 0.92 3.88 8.27 -4.28 0.58 -1.30 482
0.05 -0.01 1.25 3.22 8.38 -4.28 0.46 -1.12 488
0.04 0.00 2.28 2.88 8.29 -4.28 0.39 -0.96 494
0.04 -0.00 2.28 2.86 8.27 -4.28 0.32 -0.86 500
0.05 -0.01 2.72 2.88 8.30 -4.28 0.27 -0.75 506
0.04 -0.00 2.91 2.73 8.64 -4.28 0.27 -0.65 513
0.05 -0.01 3.06 2.49 9.22 -4.28 0.32 -0.55 519
0.06 -0.01 3.09 2.02 9.82 -4.28 0.42 -0.44 525
0.05 -0.00 3.10 1.48 10.59 -4.28 0.61 -0.35 531
0.05 -0.00 3.05 0.93 11.48 -4.28 0.84 -0.25 537
0.04 -0.00 2.82 0.43 12.40 -4.28 1.08 -0.16 543
0.05 -0.01 2.52 0.00 13.19 -4.28 1.31 -0.08 549
0.06 -0.01 2.26 -0.35 14.06 -4.28 1.51 -0.03 556
0.05 -0.01 2.07 -0.79 14.60 -4.28 1.65 0.01 563
0.05 -0.00 1.77 -1.24 15.27 -4.28 1.80 0.02 569
0.05 -0.00 1.48 -1.91 15.99 -4.28 1.95 0.03 575
0.05 -0.01 1.22 -2.75 16.67 -4.28 2.09 0.01 581
0.05 -0.01 0.87 -3.69 17.03 -4.28 2.20 0.00 587
0.04 -0.00 0.46 -4.36 17.23 -4.28 2.29 -0.01 593
0.05 0.00 -0.12 -5.07 17.41 -4.28 2.34 0.01 600
0.06 -0.01 -0.19 -5.41 17.44 -4.28 2.37 0.07 606
0.05 -0.00 -0.48 -5.77 17.47 -4.28 2.35 0.07 612
0.04 -0.00 -0.71 -5.77 17.52 -4.26 2.33 0.14 618
0.04 0.00 -0.93 -6.00 17.81 -4.18 2.30 0.23 625
0.05 -0.01 -1.04 -6.26 17.80 -4.04 2.27 0.34 631
0.04 -0.00 -1.35 -6.41 18.21 -3.86 2.20 0.45 637
0.05 -0.00 -1.55 -6.77 18.96 -3.62 2.11 0.56 644
0.05 -0.01 -1.77 -6.94 19.78 -3.39 1.99 0.69 650
0.05 -0.00 -1.98 -7.05 20.44 -3.20 1.82 0.77 656
0.05 -0.00 -1.92 -7.30 21.17 -3.05 1.64 0.87 662
0.04 -0.00 -1.58 -7.66 22.09 -2.97 1.48 0.97 668
0.05 -0.00 -0.74 -8.25 22.51 -2.92 1.36 1.06 674
0.05 -0.01 -0.39 -8.97 22.77 -2.92 1.31 1.16 681
0.05 -0.01 -0.11 -9.62 22.66 -2.91 1.32 1.27 688
0.05 -0.00 -0.01 -10.69 22.64 -2.91 1.34 1.36 694
0.06 -0.00 -0.40 -11.95 22.29 -2.90 1.33 1.47 700
0.05 -0.01 -0.95 -15.04 23.51 -2.85 1.21 1.56 706
0.05 -0.01 -3.25 -19.85 27.79 -2.56 0.97 1.64 712
0.07 -0.01 -1.17 -13.35 21.97 -2.52 0.84 1.69 719
0.05 -0.00 -2.45 -15.15 16.47 -2.96 0.55 1.68 726
0.05 0.00 -1.95 -18.34 20.55 -3.19 0.27 1.67 732
0.06 -0.01 -2.01 -21.67 18.81 -3.29 0.21 1.67 738
