Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.08 0.33 0.01 -1.09 9.67 0.01 0.12 -0.02 17
0.08 0.32 0.15 -1.08 9.71 0.00 0.14 -0.02 24
0.09 0.31 0.24 -1.13 9.85 -0.00 0.14 -0.02 31
0.11 0.29 0.38 -1.14 9.84 -0.00 0.12 -0.02 38
0.11 0.28 0.33 -1.17 9.78 0.01 0.10 -0.02 46
0.12 0.29 0.28 -1.12 9.75 0.01 0.08 -0.02 53
0.14 0.28 0.22 -1.11 9.77 0.01 0.06 -0.02 60
0.12 0.29 0.24 -1.06 9.73 -0.00 0.05 -0.03 67
0.09 0.28 0.16 -1.06 9.76 -0.01 0.05 -0.03 74
0.09 0.28 0.11 -0.97 9.78 -0.01 0.05 -0.02 81
0.09 0.28 0.16 -1.00 9.80 -0.01 0.05 -0.02 89
0.10 0.29 0.15 -1.03 9.80 -0.00 0.05 -0.02 96
0.12 0.27 0.18 -0.97 9.80 -0.00 0.05 -0.02 103
0.10 0.26 0.15 -0.99 9.77 0.00 0.06 -0.02 110
0.12 0.24 0.15 -0.98 9.78 0.00 0.06 -0.01 117
0.11 0.24 0.10 -1.00 9.73 0.01 0.06 -0.01 124
0.12 0.23 0.14 -0.98 9.80 0.01 0.06 -0.01 132
0.13 0.23 0.15 -1.00 9.79 0.02 0.06 -0.01 139
0.15 0.22 0.15 -1.01 9.20 0.03 0.06 -0.01 146
0.13 0.22 0.20 -0.98 9.81 0.03 0.05 -0.01 153
0.13 0.22 0.20 -1.05 9.80 0.04 0.05 -0.01 160
0.14 0.22 0.23 -1.02 9.76 0.04 0.04 -0.01 167
0.14 0.20 0.22 -1.01 9.73 0.04 0.04 -0.01 175
0.15 0.17 0.19 -1.02 9.71 0.04 0.03 -0.01 182
0.15 0.14 0.22 -1.02 9.76 0.04 0.03 -0.02 189
0.16 0.12 0.20 -1.07 9.75 0.05 0.03 -0.02 196
0.16 0.10 0.19 -1.04 9.78 0.05 0.03 -0.02 203
0.17 0.11 0.20 -1.06 9.71 0.05 0.03 -0.02 210
0.17 0.14 0.18 -1.06 9.65 0.05 0.02 -0.02 218
0.19 0.11 0.21 -1.08 9.68 0.06 0.02 -0.02 225
0.17 0.10 0.23 -1.04 9.70 0.05 0.02 -0.03 232
0.18 0.10 0.21 -1.09 9.66 0.05 0.02 -0.03 239
0.18 0.14 0.26 -1.06 9.66 0.05 0.02 -0.03 246
0.19 0.12 0.24 -1.09 9.70 0.05 0.02 -0.03 253
0.20 0.10 0.22 -1.13 9.74 0.05 0.01 -0.03 261
0.22 0.07 0.24 -1.13 9.68 0.04 0.01 -0.03 268
0.23 0.04 0.22 -1.12 9.67 0.04 0.01 -0.04 275
0.23 0.04 0.22 -1.13 9.70 0.04 0.00 -0.04 282
0.21 0.06 0.23 -1.17 9.75 0.03 0.01 -0.04 289
0.22 0.05 0.23 -1.12 9.73 0.03 0.01 -0.04 296
0.23 0.05 0.22 -1.14 9.74 0.04 0.01 -0.04 304
0.23 0.04 0.20 -1.17 9.73 0.04 0.01 -0.04 311
0.24 0.06 0.19 -1.16 9.75 0.03 0.00 -0.04 318
0.23 0.05 0.22 -1.18 9.65 0.03 0.01 -0.04 325
0.23 0.03 0.20 -1.14 9.71 0.02 0.01 -0.04 332
0.23 0.04 0.19 -1.17 9.72 0.02 0.01 -0.04 339
0.25 0.01 0.17 -1.17 9.75 0.01 0.01 -0.04 347
0.24 0.01 0.19 -1.21 9.67 0.01 0.01 -0.04 354
0.25 0.03 0.22 -1.16 9.68 0.00 0.01 -0.04 361
0.25 0.01 0.22 -1.16 9.72 -0.00 0.01 -0.04 368
0.24 0.02 0.19 -1.18 9.73 -0.01 0.01 -0.04 375
0.25 0.02 0.18 -1.19 9.77 -0.00 0.01 -0.04 382
0.26 0.04 0.21 -1.22 9.75 0.00 0.01 -0.05 390
0.27 0.03 0.18 -1.18 9.70 0.01 0.01 -0.04 397
0.26 0.02 0.19 -1.19 9.74 0.02 0.01 -0.05 404
0.26 0.01 0.18 -1.18 9.75 0.02 0.01 -0.05 411
0.27 0.01 0.22 -1.18 9.76 0.02 0.00 -0.05 418
0.28 0.04 0.20 -1.19 9.76 0.02 0.01 -0.05 425
0.28 0.04 0.19 -1.20 9.70 0.03 0.00 -0.05 433
0.27 0.03 0.17 -1.19 9.73 0.02 0.00 -0.05 440
0.27 0.01 0.16 -1.23 9.72 0.03 0.01 -0.05 447
0.27 0.00 0.17 -1.23 9.64 0.02 0.01 -0.05 454
0.27 0.02 0.14 -1.25 9.64 0.01 0.02 -0.06 461
0.28 0.03 0.15 -1.23 9.65 0.01 0.02 -0.06 468
0.30 0.02 0.18 -1.26 9.64 0.00 0.03 -0.05 476
0.29 0.00 0.17 -1.24 9.64 -0.00 0.03 -0.05 483
0.29 -0.00 0.18 -1.22 9.68 -0.00 0.03 -0.05 490
0.26 0.01 0.17 -1.20 9.67 -0.01 0.04 -0.06 497
0.28 0.01 0.21 -1.21 9.67 -0.01 0.03 -0.06 504
0.27 0.02 0.23 -0.62 9.70 -0.01 0.03 -0.05 512
0.28 0.01 0.18 -1.25 9.75 -0.01 0.03 -0.06 519
0.27 0.02 0.18 -1.23 9.73 -0.01 0.02 -0.06 526
