Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
5000
0.08 0.57 0.23 -1.30 9.21 0.17 0.03 -0.06 24
0.08 0.53 0.22 -1.34 9.79 0.19 0.03 -0.06 31
0.09 0.48 0.25 -1.36 9.77 0.21 0.03 -0.06 38
0.08 0.45 0.15 -1.43 9.81 0.24 0.02 -0.06 46
0.12 0.36 0.25 -1.51 9.85 0.27 0.01 -0.06 53
0.15 0.32 0.20 -1.52 9.93 0.29 0.01 -0.07 60
0.23 0.29 0.17 -1.58 9.95 0.33 0.02 -0.07 67
0.24 0.27 0.21 -1.66 9.92 0.36 0.03 -0.07 74
0.27 0.24 0.17 -1.86 10.08 0.41 0.04 -0.07 81
0.27 0.18 0.21 -1.89 10.06 0.47 0.05 -0.07 89
0.28 0.17 0.30 -1.25 10.62 0.60 0.06 -0.07 96
0.32 0.15 0.29 -1.65 11.43 0.82 0.11 -0.08 104
0.31 0.15 0.43 -1.67 11.21 1.06 0.18 -0.11 111
0.29 0.16 0.41 -2.14 10.95 1.24 0.15 -0.11 118
0.27 0.12 0.62 -2.19 11.34 1.39 0.12 -0.12 125
0.31 0.14 0.29 -2.30 11.34 1.46 0.09 -0.13 133
0.30 0.19 0.41 -2.47 11.40 1.58 0.06 -0.15 139
0.37 0.18 0.38 -2.26 11.43 1.67 0.06 -0.16 147
0.36 0.20 0.33 -2.46 10.91 1.78 0.07 -0.17 154
0.39 0.21 0.27 -2.62 11.54 1.88 0.06 -0.17 161
0.35 0.23 0.30 -2.66 11.45 1.98 0.03 -0.18 168
0.34 0.26 0.64 -2.40 11.16 2.10 0.03 -0.19 176
0.36 0.26 0.65 -2.57 11.55 2.21 0.04 -0.18 183
0.38 0.27 -0.28 -3.11 11.97 2.34 0.05 -0.17 190
0.36 0.28 0.64 -3.04 11.62 2.49 0.03 -0.20 196
0.34 0.23 0.50 -3.33 12.01 2.63 0.00 -0.22 203
0.30 0.24 0.18 -3.62 12.55 2.83 -0.10 -0.24 211
0.29 0.30 0.65 -3.68 12.25 3.04 -0.15 -0.27 219
0.32 0.25 0.21 -4.01 12.74 3.21 -0.19 -0.30 226
0.23 0.23 0.48 -4.21 12.19 3.41 -0.28 -0.33 233
0.21 0.22 0.56 -4.71 13.96 3.59 -0.35 -0.35 240
0.22 0.22 1.33 -5.10 13.94 3.82 -0.39 -0.38 247
0.17 0.19 2.05 -5.75 14.19 4.05 -0.47 -0.48 254
0.16 0.11 2.70 -6.00 14.88 4.22 -0.36 -0.57 262
0.15 0.10 2.03 -6.56 15.74 4.28 -0.26 -0.70 269
0.09 0.09 0.99 -7.79 17.37 4.28 -0.36 -0.77 276
0.08 0.09 0.40 -8.09 19.61 4.28 -0.53 -0.80 282
0.07 0.08 0.29 -7.60 20.46 4.28 -0.70 -0.79 289
0.03 0.08 2.26 -8.88 20.24 4.28 -0.69 -0.75 297
0.03 0.10 1.89 -8.12 19.48 4.28 -0.48 -0.81 305
0.04 0.10 1.14 -7.87 19.95 4.28 -0.47 -0.89 312
0.03 0.10 0.79 -8.02 21.84 4.28 -0.48 -0.90 318
0.04 0.10 1.50 -5.81 21.93 4.28 -0.42 -0.90 326
-0.01 0.12 2.80 -3.42 20.62 4.28 -0.34 -0.89 332
-0.01 0.14 3.67 -0.92 18.99 4.28 -0.11 -0.96 339
-0.01 0.14 3.75 2.49 16.61 4.28 0.05 -1.12 347
-0.01 0.13 3.24 7.62 12.67 4.26 0.18 -1.33 354
-0.01 0.10 3.06 15.06 8.52 3.77 0.59 -1.71 361
-0.01 0.11 4.08 9.05 23.19 2.40 1.13 -1.85 368
-0.01 0.12 0.45 9.36 23.49 0.36 1.25 -1.90 375
-0.01 0.12 -2.73 9.06 17.00 -0.67 1.02 -1.77 382
-0.01 0.14 -3.30 7.91 11.71 -1.35 0.43 -1.59 390
-0.01 0.13 -3.02 6.25 9.26 -1.62 -0.44 -1.41 397
-0.01 0.13 -1.75 4.76 8.52 -1.66 -1.03 -1.17 404
-0.01 0.11 -0.03 4.60 7.69 -1.67 -1.20 -0.95 411
-0.01 0.12 1.02 5.14 7.15 -1.72 -1.12 -0.66 418
-0.01 0.13 1.35 5.78 7.41 -1.87 -0.92 -0.39 425
-0.01 0.15 0.99 6.38 8.01 -2.11 -0.68 -0.14 433
-0.01 0.14 0.40 6.72 8.55 -2.37 -0.51 0.10 440
-0.01 0.12 -0.03 6.82 8.84 -2.69 -0.44 0.29 447
-0.01 0.12 -0.11 6.79 9.16 -3.03 -0.39 0.46 454
-0.01 0.12 -0.33 6.25 9.22 -3.33 -0.33 0.60 461
-0.01 0.13 -0.83 5.55 9.24 -3.63 -0.23 0.70 468
-0.01 0.14 -1.47 4.50 9.06 -3.83 -0.13 0.79 476
-0.01 0.13 -2.06 3.66 9.07 -4.03 -0.10 0.84 483
-0.01 0.11 -2.35 2.45 9.24 -4.16 -0.08 0.87 490
-0.01 0.11 -2.39 1.25 9.61 -4.22 -0.08 0.86 497
-0.01 0.12 -2.17 0.39 10.03 -4.26 -0.11 0.83 504
-0.01 0.13 -1.76 -0.30 10.76 -4.27 -0.15 0.79 512
-0.00 0.13 -1.31 -0.92 11.74 -4.28 -0.18 0.76 520
-0.01 0.13 -0.92 -1.53 12.27 -4.28 -0.21 0.72 526
-0.01 0.12 -0.08 -2.40 12.89 -4.28 -0.23 0.67 533
-0.01 0.12 -0.06 -3.28 13.37 -4.28 -0.30 0.65 540
-0.01 0.12 0.71 -4.29 13.77 -4.28 -0.41 0.63 547
-0.01 0.14 1.67 -5.08 14.26 -4.28 -0.49 0.63 556
-0.01 0.13 2.97 -5.39 14.85 -4.28 -0.53 0.62 563
-0.00 0.13 4.40 -5.69 15.45 -4.28 -0.49 0.62 570
-0.01 0.11 5.34 -5.92 16.29 -4.28 -0.39 0.62 577
-0.01 0.12 6.00 -6.20 16.63 -4.28 -0.22 0.64 583
-0.01 0.12 6.29 -6.84 16.96 -4.28 -0.06 0.65 590
-0.01 0.14 6.44 -7.50 17.11 -4.28 0.13 0.64 598
-0.01 0.13 6.43 -8.12 17.32 -4.26 0.30 0.60 606
-0.01 0.12 6.27 -8.28 17.51 -4.20 0.45 0.55 612
-0.01 0.11 6.07 -8.28 17.88 -4.11 0.63 0.47 619
-0.01 0.09 5.80 -8.27 18.43 -4.02 0.81 0.38 626
-0.01 0.11 5.16 -8.27 18.57 -3.95 1.03 0.30 634
-0.00 0.13 4.42 -8.64 18.48 -3.85 1.20 0.22 642
-0.00 0.14 3.69 -9.32 18.29 -3.74 1.31 0.10 649
-0.01 0.12 2.92 -9.94 17.94 -3.54 1.44 0.04 655
-0.01 0.11 2.32 -10.53 17.56 -3.32 1.54 -0.06 663
-0.01 0.14 1.52 -10.92 17.19 -3.04 1.65 -0.15 670
-0.01 0.12 0.65 -11.45 16.96 -2.76 1.77 -0.24 677
-0.01 0.12 0.03 -11.57 16.79 -2.53 1.88 -0.33 685
-0.01 0.12 -0.85 -11.72 16.99 -2.34 1.98 -0.34 692
-0.01 0.11 -1.44 -11.78 17.11 -2.30 2.08 -0.36 699
-0.01 0.11 -2.04 -11.80 16.27 -2.41 2.13 -0.35 706
